Individual{TOC=16318.702132605426, NV=40}
Individual{TOC=18249.125763223605, NV=32}
Individual{TOC=14670.830874120611, NV=57}
Individual{TOC=15163.75540097047, NV=46}
Individual{TOC=16992.434078148155, NV=36}
Individual{TOC=16014.535577168439, NV=42}
Individual{TOC=16690.387510429853, NV=37}
Individual{TOC=14915.605342369628, NV=52}
Individual{TOC=15447.09434471897, NV=44}
Individual{TOC=17424.507722523133, NV=34}
Individual{TOC=15460.50848611012, NV=43}
Individual{TOC=15098.280612971403, NV=48}
Individual{TOC=16646.514586016296, NV=39}
Individual{TOC=17337.16465095603, NV=35}
Individual{TOC=16067.723726628445, NV=41}
runTime = 1908264.739803ms
