Individual{TOC=13713.229617410698, NV=59}
Individual{TOC=13892.784058491505, NV=54}
Individual{TOC=13586.386886126422, NV=61}
Individual{TOC=14338.205081629761, NV=51}
Individual{TOC=15339.294489768183, NV=40}
Individual{TOC=14796.22638429809, NV=42}
Individual{TOC=14708.610654570406, NV=47}
Individual{TOC=15473.828922584484, NV=36}
Individual{TOC=15583.18167125695, NV=35}
Individual{TOC=15459.976697449421, NV=37}
Individual{TOC=13412.59702626903, NV=63}
Individual{TOC=13671.873747481988, NV=60}
Individual{TOC=13734.087963065362, NV=56}
Individual{TOC=14028.673983108287, NV=53}
Individual{TOC=13347.412608161823, NV=66}
Individual{TOC=15767.798073453767, NV=34}
Individual{TOC=14928.196346067049, NV=41}
Individual{TOC=14737.463116646704, NV=46}
runTime = 1013344.204024ms
