Individual{TOC=17191.07850438504, NV=39}
Individual{TOC=16112.214375744965, NV=52}
Individual{TOC=16605.99550245806, NV=47}
Individual{TOC=16653.24547465763, NV=46}
Individual{TOC=17914.986452379115, NV=35}
Individual{TOC=17399.02221516442, NV=36}
Individual{TOC=16792.34770218897, NV=42}
Individual{TOC=16269.875874482086, NV=50}
Individual{TOC=16302.017420410762, NV=48}
Individual{TOC=16715.338190034046, NV=45}
Individual{TOC=16975.024433625702, NV=41}
Individual{TOC=17052.356980430013, NV=40}
runTime = 1644154.709314ms
