Individual{TOC=13318.15283030646, NV=32}
Individual{TOC=12320.74600353197, NV=35}
Individual{TOC=12967.815873606762, NV=33}
Individual{TOC=14394.744548934023, NV=29}
Individual{TOC=11933.103818875614, NV=50}
Individual{TOC=11995.099236196571, NV=49}
Individual{TOC=12022.178849191418, NV=48}
Individual{TOC=12042.339033585344, NV=47}
Individual{TOC=12066.120389448572, NV=39}
Individual{TOC=12215.33373758249, NV=36}
Individual{TOC=12817.609708769209, NV=34}
Individual{TOC=13613.86188836644, NV=30}
Individual{TOC=12094.630666693629, NV=37}
runTime = 2094358.413566ms
