Individual{TOC=13869.060356819973, NV=38}
Individual{TOC=14067.794615916073, NV=36}
Individual{TOC=12780.479757139396, NV=50}
Individual{TOC=12895.956562196152, NV=49}
Individual{TOC=13350.404079349752, NV=44}
Individual{TOC=13621.246373940841, NV=42}
Individual{TOC=12717.551052317534, NV=52}
Individual{TOC=15230.938370083053, NV=34}
Individual{TOC=12953.569261182342, NV=48}
Individual{TOC=13042.349178853325, NV=46}
Individual{TOC=13328.38782404877, NV=45}
Individual{TOC=13653.74403046728, NV=40}
Individual{TOC=13792.018655267364, NV=39}
runTime = 2344533.632612ms
