Individual{TOC=19833.663643581865, NV=40}
Individual{TOC=12893.063285767319, NV=52}
Individual{TOC=18941.897434177776, NV=41}
Individual{TOC=17793.18301909671, NV=42}
Individual{TOC=12855.507834592456, NV=55}
Individual{TOC=13144.064155118329, NV=49}
Individual{TOC=13223.329358748988, NV=48}
Individual{TOC=13317.708271596255, NV=47}
Individual{TOC=13637.375223732432, NV=46}
Individual{TOC=13727.271223814663, NV=45}
Individual{TOC=14990.386813710515, NV=44}
Individual{TOC=16767.025660304545, NV=43}
runTime = 2390190.131878ms
