Individual{TOC=4769.173437778842, NV=28}
Individual{TOC=4804.339360190758, NV=26}
Individual{TOC=5253.939662072269, NV=18}
Individual{TOC=5802.14032663279, NV=13}
Individual{TOC=5354.118827098494, NV=17}
Individual{TOC=4928.436245376064, NV=24}
Individual{TOC=5459.286769252649, NV=16}
Individual{TOC=4832.204972659926, NV=25}
Individual{TOC=4964.621841432537, NV=22}
Individual{TOC=5084.870381601619, NV=21}
Individual{TOC=5111.576375023149, NV=20}
Individual{TOC=5177.328486066393, NV=19}
Individual{TOC=5665.517653682596, NV=14}
runTime = 2171547.168231ms
