Individual{TOC=15749.016675081475, NV=43}
Individual{TOC=16050.989844359625, NV=41}
Individual{TOC=14455.421551746525, NV=50}
Individual{TOC=15332.215864524549, NV=44}
Individual{TOC=14070.878628159016, NV=53}
Individual{TOC=15097.259962915254, NV=46}
Individual{TOC=16386.044071279655, NV=40}
Individual{TOC=13592.350468051265, NV=58}
Individual{TOC=15825.989168909386, NV=42}
Individual{TOC=17544.284837200383, NV=39}
Individual{TOC=17908.980124054353, NV=38}
Individual{TOC=13866.096701556156, NV=54}
Individual{TOC=13511.417131373615, NV=63}
Individual{TOC=13552.309424712354, NV=60}
Individual{TOC=14192.757784722526, NV=52}
Individual{TOC=14626.528346488529, NV=48}
Individual{TOC=14890.1082730586, NV=47}
runTime = 1947983.327378ms
