Individual{TOC=16037.367293803049, NV=38}
Individual{TOC=13047.451827280036, NV=56}
Individual{TOC=13218.614906356746, NV=49}
Individual{TOC=13131.487367830488, NV=52}
Individual{TOC=13558.979454250424, NV=48}
Individual{TOC=14474.44514374569, NV=42}
Individual{TOC=14812.16062203107, NV=39}
Individual{TOC=14593.810541957908, NV=40}
Individual{TOC=13760.240767099698, NV=47}
Individual{TOC=13776.401724341951, NV=46}
Individual{TOC=13799.836956549903, NV=45}
Individual{TOC=13933.204977972096, NV=43}
runTime = 2240621.155655ms
