Individual{TOC=22209.62943383164, NV=34}
Individual{TOC=20134.563873776013, NV=35}
Individual{TOC=17329.466060927796, NV=43}
Individual{TOC=18439.56040453843, NV=39}
Individual{TOC=15610.683327850917, NV=44}
Individual{TOC=18359.583990964184, NV=42}
Individual{TOC=18770.0427060542, NV=38}
Individual{TOC=18964.41347757801, NV=37}
Individual{TOC=19125.807630077616, NV=36}
Individual{TOC=15289.196290165655, NV=45}
Individual{TOC=14874.715221367838, NV=50}
Individual{TOC=14887.81788137314, NV=48}
runTime = 1783959.011659ms
