Individual{TOC=15706.02042124247, NV=34}
Individual{TOC=13287.910291251674, NV=55}
Individual{TOC=13494.5307157025, NV=47}
Individual{TOC=13359.917186304827, NV=53}
Individual{TOC=14105.900185416547, NV=40}
Individual{TOC=14640.568607096857, NV=37}
Individual{TOC=14194.058686463388, NV=39}
Individual{TOC=13644.539918778552, NV=43}
Individual{TOC=14959.191784261875, NV=35}
Individual{TOC=13395.404141835432, NV=52}
Individual{TOC=13449.956824156194, NV=50}
Individual{TOC=13555.758568137728, NV=44}
Individual{TOC=13682.856048428772, NV=42}
Individual{TOC=13764.017636689647, NV=41}
Individual{TOC=14686.862157637841, NV=36}
runTime = 1706642.018038ms
