Individual{TOC=16062.93340433913, NV=36}
Individual{TOC=15271.96492271191, NV=41}
Individual{TOC=15293.078468197638, NV=40}
Individual{TOC=16274.631930976748, NV=35}
Individual{TOC=15362.452878769287, NV=39}
Individual{TOC=15603.411444749858, NV=38}
Individual{TOC=15902.866047695923, NV=37}
Individual{TOC=14881.66212391557, NV=46}
Individual{TOC=14471.264956775636, NV=53}
Individual{TOC=14535.087619275097, NV=52}
Individual{TOC=14670.754368663314, NV=51}
Individual{TOC=14693.211581229414, NV=48}
Individual{TOC=14922.298358292272, NV=45}
Individual{TOC=15047.411365670367, NV=43}
Individual{TOC=15064.266004525125, NV=42}
runTime = 1639754.883917ms
