Individual{TOC=16984.552113738795, NV=35}
Individual{TOC=17783.884920039003, NV=34}
Individual{TOC=14644.537243521703, NV=49}
Individual{TOC=15003.713970459441, NV=40}
Individual{TOC=14515.379717868856, NV=52}
Individual{TOC=14798.270531513983, NV=43}
Individual{TOC=15444.24736132709, NV=37}
Individual{TOC=16516.524690678394, NV=36}
Individual{TOC=14410.159688303249, NV=58}
Individual{TOC=14742.614038820939, NV=45}
Individual{TOC=14942.99368730772, NV=41}
Individual{TOC=15111.827969728487, NV=38}
runTime = 1694353.966817ms
