Individual{TOC=14510.795735463378, NV=38}
Individual{TOC=13354.59975611093, NV=54}
Individual{TOC=14371.197306622998, NV=41}
Individual{TOC=17867.88580127959, NV=34}
Individual{TOC=14385.545851652443, NV=40}
Individual{TOC=13470.879598933801, NV=53}
Individual{TOC=13943.891747548552, NV=44}
Individual{TOC=13557.618132401252, NV=51}
Individual{TOC=13602.076215602108, NV=49}
Individual{TOC=13042.265761788638, NV=60}
Individual{TOC=13343.110121227366, NV=56}
Individual{TOC=13639.47373546845, NV=47}
Individual{TOC=13869.707334114833, NV=46}
Individual{TOC=14249.854002148677, NV=43}
Individual{TOC=15368.299214527708, NV=36}
Individual{TOC=17665.956821353386, NV=35}
runTime = 2081139.70232ms
