Individual{TOC=11818.703215670414, NV=50}
Individual{TOC=13076.062279739233, NV=35}
Individual{TOC=13458.081683338432, NV=32}
Individual{TOC=11745.639479262703, NV=51}
Individual{TOC=11902.704580253607, NV=48}
Individual{TOC=11941.224634840153, NV=46}
Individual{TOC=12095.734603129189, NV=40}
Individual{TOC=12123.331100841624, NV=39}
Individual{TOC=12146.07130973892, NV=38}
Individual{TOC=12213.68456903755, NV=37}
Individual{TOC=12790.963503109653, NV=36}
Individual{TOC=11894.83585266864, NV=49}
runTime = 2677327.882748ms
