Individual{TOC=4515.76703607212, NV=28}
Individual{TOC=6327.2473393276205, NV=11}
Individual{TOC=4542.896598983286, NV=26}
Individual{TOC=4543.456167151983, NV=25}
Individual{TOC=5403.995248951182, NV=12}
Individual{TOC=4811.332802968157, NV=15}
Individual{TOC=5136.334038504191, NV=13}
Individual{TOC=5115.856960853896, NV=14}
Individual{TOC=4581.840755983871, NV=24}
Individual{TOC=4597.518650812399, NV=23}
Individual{TOC=4788.526341684496, NV=17}
Individual{TOC=4606.690903453919, NV=22}
runTime = 2400368.127229ms
