Individual{TOC=19308.4807945755, NV=35}
Individual{TOC=18445.695961696896, NV=36}
Individual{TOC=16496.745066893083, NV=40}
Individual{TOC=15719.860031759645, NV=62}
Individual{TOC=16031.500920114742, NV=51}
Individual{TOC=16304.915594698334, NV=47}
Individual{TOC=16558.827157257147, NV=38}
Individual{TOC=16435.8576345867, NV=41}
Individual{TOC=15611.518046767183, NV=73}
Individual{TOC=15776.043119722593, NV=60}
Individual{TOC=15853.982898437538, NV=52}
Individual{TOC=16158.64865004746, NV=48}
Individual{TOC=16321.78195555226, NV=46}
Individual{TOC=16323.814769440844, NV=43}
Individual{TOC=16686.437108788996, NV=37}
runTime = 2247704.769059ms
