Individual{TOC=20410.2722581999, NV=50}
Individual{TOC=17611.01096904056, NV=51}
Individual{TOC=17535.336703339613, NV=52}
Individual{TOC=21574.660212212577, NV=42}
Individual{TOC=21091.846520617524, NV=43}
Individual{TOC=21986.262620001962, NV=40}
Individual{TOC=14987.301161923484, NV=67}
Individual{TOC=15243.870977876419, NV=65}
Individual{TOC=15637.65354459236, NV=58}
Individual{TOC=16492.28845996621, NV=54}
Individual{TOC=20577.817735541656, NV=45}
Individual{TOC=14948.637343153256, NV=68}
Individual{TOC=15274.56893864221, NV=62}
Individual{TOC=15497.945016520842, NV=60}
Individual{TOC=17171.235252356622, NV=53}
Individual{TOC=15195.286532534621, NV=66}
Individual{TOC=20730.92187589894, NV=44}
runTime = 1694880.768693ms
