Individual{TOC=14992.422713483256, NV=37}
Individual{TOC=15156.946726232014, NV=36}
Individual{TOC=14059.99818561248, NV=45}
Individual{TOC=14290.43527625798, NV=42}
Individual{TOC=14477.855366674661, NV=39}
Individual{TOC=14871.036901497686, NV=38}
Individual{TOC=13467.12503945268, NV=50}
Individual{TOC=13325.065811329141, NV=52}
Individual{TOC=13326.185060336511, NV=51}
Individual{TOC=13616.914099124555, NV=48}
Individual{TOC=13987.29178006366, NV=46}
Individual{TOC=14452.284097480002, NV=40}
Individual{TOC=15867.449096520335, NV=34}
Individual{TOC=15537.377669033795, NV=35}
Individual{TOC=14318.936800302086, NV=41}
Individual{TOC=14164.489974585435, NV=43}
Individual{TOC=14161.336089962502, NV=44}
runTime = 1518422.368886ms
