Individual{TOC=21294.11697506756, NV=35}
Individual{TOC=18584.067879205122, NV=40}
Individual{TOC=18963.090107087482, NV=37}
Individual{TOC=15089.318992272198, NV=58}
Individual{TOC=17524.372280502714, NV=41}
Individual{TOC=19909.586653546594, NV=36}
Individual{TOC=15364.552676927016, NV=55}
Individual{TOC=16380.714110259232, NV=53}
Individual{TOC=16470.99055279938, NV=52}
Individual{TOC=17214.88347386447, NV=42}
Individual{TOC=18743.40992499026, NV=39}
Individual{TOC=15543.522627600063, NV=54}
Individual{TOC=16511.983708355376, NV=48}
Individual{TOC=16723.747092593614, NV=44}
Individual{TOC=17124.943942647405, NV=43}
runTime = 1829662.230877ms
