Individual{TOC=15374.58438384211, NV=45}
Individual{TOC=15222.422620986172, NV=47}
Individual{TOC=15892.449375531516, NV=42}
Individual{TOC=17238.822373590378, NV=39}
Individual{TOC=15599.21169450638, NV=43}
Individual{TOC=16708.456648980806, NV=40}
Individual{TOC=15410.04719755956, NV=44}
Individual{TOC=15224.367595953956, NV=46}
Individual{TOC=13452.65116507731, NV=63}
Individual{TOC=13618.872096319115, NV=61}
Individual{TOC=13700.624394965356, NV=57}
Individual{TOC=13806.332088144976, NV=54}
Individual{TOC=14021.456566111843, NV=53}
Individual{TOC=14267.96921271536, NV=51}
Individual{TOC=14468.111829473139, NV=50}
Individual{TOC=15090.263706257783, NV=49}
Individual{TOC=16188.995203605631, NV=41}
runTime = 1896134.935122ms
