Individual{TOC=6039.459183530456, NV=13}
Individual{TOC=4670.2279422542715, NV=25}
Individual{TOC=7629.794327340706, NV=12}
Individual{TOC=4695.256768685742, NV=24}
Individual{TOC=5523.746304047397, NV=14}
Individual{TOC=4589.40145856359, NV=30}
Individual{TOC=5072.8404233486035, NV=16}
Individual{TOC=4704.1035912348925, NV=23}
Individual{TOC=4636.242370067132, NV=26}
Individual{TOC=4943.547634350248, NV=17}
Individual{TOC=4744.872020679703, NV=18}
Individual{TOC=5518.832791409947, NV=15}
runTime = 2132671.877798ms
