Individual{TOC=14581.196263874433, NV=55}
Individual{TOC=16788.093657385456, NV=36}
Individual{TOC=14634.259041082863, NV=52}
Individual{TOC=14696.85552578043, NV=48}
Individual{TOC=14883.046093875113, NV=46}
Individual{TOC=15105.962878937567, NV=44}
Individual{TOC=15772.740823332613, NV=43}
Individual{TOC=15810.639031007027, NV=41}
Individual{TOC=15950.023696317032, NV=39}
Individual{TOC=17095.197346194618, NV=35}
Individual{TOC=16535.73009072534, NV=37}
Individual{TOC=16357.897065781508, NV=38}
runTime = 1557561.45553ms
